seqid	category	marker	length	gc_pct
MPDB001928	Fungi	ITS	590	62.2
MPDB001929	Fungi	ITS	587	61.16
MPDB001930	Fungi	ITS	680	54.26
MPDB001931	Fungi	ITS	678	54.42
MPDB001932	Fungi	ITS	663	54.45
MPDB001933	Fungi	ITS	669	54.41
MPDB001934	Fungi	ITS	670	54.48
MPDB001935	Fungi	ITS	651	54.99
MPDB001936	Fungi	ITS	668	54.49
MPDB001937	Fungi	ITS	658	54.71
MPDB001938	Fungi	ITS	667	54.42
MPDB001939	Fungi	ITS	661	54.46
MPDB001940	Fungi	ITS	665	54.29
MPDB001941	Fungi	ITS	675	54.52
MPDB001942	Fungi	ITS	676	54.44
MPDB001943	Fungi	ITS	1071	55.46
MPDB001944	Fungi	ITS	1062	55.18
MPDB001945	Fungi	ITS	1074	55.49
MPDB001946	Fungi	ITS	1110	55.86
MPDB001947	Fungi	ITS	1072	55.5
MPDB001948	Fungi	ITS	1073	55.45
MPDB001949	Fungi	ITS	1057	55.53
MPDB001950	Fungi	ITS	1058	55.01
MPDB001951	Fungi	ITS	1034	54.55
MPDB001952	Fungi	ITS	7800	54.86
MPDB001953	Fungi	ITS	413	55.45
MPDB001954	Fungi	ITS	565	55.04
MPDB001955	Fungi	ITS	526	54.75
MPDB001956	Fungi	ITS	967	52.95
MPDB001957	Fungi	ITS	564	54.43
MPDB001958	Fungi	ITS	538	54.46
MPDB001959	Fungi	ITS	556	54.5
MPDB001960	Fungi	ITS	459	54.9
MPDB001961	Fungi	ITS	584	54.28
MPDB001962	Fungi	ITS	563	53.82
MPDB001963	Fungi	ITS	536	53.73
MPDB001964	Fungi	ITS	815	54.23
MPDB001965	Fungi	ITS	534	55.43
MPDB001966	Fungi	ITS	556	52.88
MPDB001967	Fungi	ITS	851	54.76
MPDB001968	Fungi	ITS	544	54.41
MPDB001969	Fungi	ITS	552	53.99
MPDB001970	Fungi	ITS	497	54.73
MPDB001971	Fungi	ITS	1035	49.57
MPDB001972	Fungi	ITS	485	47.42
MPDB001973	Fungi	ITS	449	47.88
MPDB001974	Fungi	ITS	1407	49.82
MPDB001975	Fungi	ITS	670	49.25
MPDB001976	Fungi	ITS	639	49.14
MPDB001977	Fungi	ITS	412	46.6
MPDB001978	Fungi	ITS	463	47.95
MPDB001979	Fungi	ITS	496	47.78
MPDB001980	Fungi	ITS	926	62.1
MPDB001981	Fungi	ITS	930	62.15
MPDB001982	Fungi	ITS	1350	36.22
MPDB001983	Fungi	ITS	1384	38.8
MPDB001984	Fungi	ITS	666	33.33
MPDB001985	Fungi	ITS	930	36.56
MPDB001986	Fungi	ITS	1328	38.86
MPDB001987	Fungi	ITS	458	31.22
MPDB001988	Fungi	ITS	638	36.36
MPDB001989	Fungi	ITS	640	36.09
MPDB001990	Fungi	ITS	549	36.07
MPDB001991	Fungi	ITS	620	36.13
MPDB001992	Fungi	ITS	551	35.93
MPDB001993	Fungi	ITS	551	36.12
MPDB001994	Fungi	ITS	142	40.14
MPDB001995	Fungi	ITS	1341	36.17
MPDB001996	Fungi	ITS	455	30.99
MPDB001997	Fungi	ITS	363	33.61
MPDB001998	Fungi	ITS	174	31.61
MPDB001999	Fungi	ITS	780	34.36
MPDB002000	Fungi	ITS	780	34.36
MPDB002001	Fungi	ITS	780	34.36
MPDB002002	Fungi	ITS	780	34.36
MPDB002003	Fungi	ITS	1698	42.76
MPDB002004	Fungi	ITS	692	31.21
MPDB002005	Fungi	ITS	218	47.25
MPDB002006	Fungi	ITS	1179	53.86
MPDB002007	Fungi	ITS	531	49.53
MPDB002008	Fungi	ITS	509	48.92
MPDB002009	Fungi	ITS	520	48.65
MPDB002010	Fungi	ITS	516	50.0
MPDB002011	Fungi	ITS	514	49.61
MPDB002012	Fungi	ITS	539	54.55
MPDB002013	Fungi	ITS	514	49.61
MPDB002014	Fungi	ITS	551	49.0
MPDB002015	Fungi	ITS	285	48.07
MPDB002016	Fungi	ITS	506	48.81
MPDB002017	Fungi	ITS	486	49.18
MPDB002018	Fungi	ITS	506	49.21
MPDB002019	Fungi	ITS	507	49.11
MPDB002020	Fungi	ITS	502	49.0
MPDB002021	Fungi	ITS	501	48.9
MPDB002022	Fungi	ITS	518	50.19
MPDB002023	Fungi	ITS	517	50.29
MPDB002024	Fungi	ITS	509	50.1
MPDB002025	Fungi	ITS	500	50.4
MPDB002026	Fungi	ITS	554	48.74
MPDB002027	Fungi	ITS	548	48.91
MPDB002028	Fungi	ITS	487	49.28
MPDB002029	Fungi	ITS	530	48.87
MPDB002030	Fungi	ITS	570	48.42
MPDB002031	Fungi	ITS	544	49.26
MPDB002032	Fungi	ITS	531	49.72
MPDB002033	Fungi	ITS	480	49.79
MPDB002034	Fungi	ITS	504	49.01
MPDB002035	Fungi	ITS	516	50.0
MPDB002036	Fungi	ITS	511	49.12
MPDB002037	Fungi	ITS	223	47.98
MPDB002038	Fungi	ITS	537	55.12
MPDB002039	Fungi	ITS	513	49.71
MPDB002040	Fungi	ITS	529	54.82
MPDB002041	Fungi	ITS	476	49.16
MPDB002042	Fungi	ITS	489	49.49
MPDB002043	Fungi	ITS	476	48.32
MPDB002044	Fungi	ITS	470	48.94
MPDB002045	Fungi	ITS	547	51.74
MPDB002046	Fungi	ITS	547	51.55
MPDB002047	Fungi	ITS	471	49.04
MPDB002048	Fungi	ITS	492	48.58
MPDB002049	Fungi	ITS	492	48.78
MPDB002050	Fungi	ITS	498	49.0
MPDB002051	Fungi	ITS	493	48.88
MPDB002052	Fungi	ITS	492	48.78
MPDB002053	Fungi	ITS	491	48.68
MPDB002054	Fungi	ITS	492	49.19
MPDB002055	Fungi	ITS	496	48.79
MPDB002056	Fungi	ITS	504	49.01
MPDB002057	Fungi	ITS	499	49.1
MPDB002058	Fungi	ITS	503	49.3
MPDB002059	Fungi	ITS	502	49.2
MPDB002060	Fungi	ITS	494	48.99
MPDB002061	Fungi	ITS	493	48.88
MPDB002062	Fungi	ITS	514	49.61
MPDB002063	Fungi	ITS	480	48.96
MPDB002064	Fungi	ITS	481	48.86
MPDB002065	Fungi	ITS	511	49.51
MPDB002066	Fungi	ITS	511	49.51
MPDB002067	Fungi	ITS	541	49.17
MPDB002068	Fungi	ITS	543	49.17
MPDB002069	Fungi	ITS	541	48.98
MPDB002070	Fungi	ITS	447	48.55
MPDB002071	Fungi	ITS	447	49.44
MPDB002072	Fungi	ITS	447	48.77
MPDB002073	Fungi	ITS	447	48.77
MPDB002074	Fungi	ITS	446	51.35
MPDB002075	Fungi	ITS	447	48.99
MPDB002076	Fungi	ITS	1131	49.51
MPDB002077	Fungi	ITS	859	50.64
MPDB002078	Fungi	ITS	824	50.61
MPDB002079	Fungi	ITS	857	50.53
MPDB002080	Fungi	ITS	860	50.7
MPDB002081	Fungi	ITS	863	50.64
MPDB002082	Fungi	ITS	860	50.58
MPDB002083	Fungi	ITS	861	50.64
MPDB002084	Fungi	ITS	1190	54.03
MPDB002085	Fungi	ITS	550	49.82
MPDB002086	Fungi	ITS	553	49.91
MPDB002087	Fungi	ITS	552	49.28
MPDB002088	Fungi	ITS	523	48.76
MPDB002089	Fungi	ITS	498	48.8
MPDB002090	Fungi	ITS	511	49.12
MPDB002091	Fungi	ITS	505	49.31
MPDB002092	Fungi	ITS	488	48.77
MPDB002093	Fungi	ITS	497	48.89
MPDB002094	Fungi	ITS	502	49.4
MPDB002095	Fungi	ITS	500	49.0
MPDB002096	Fungi	ITS	506	49.41
MPDB002097	Fungi	ITS	508	49.61
MPDB002098	Fungi	ITS	579	48.53
MPDB002099	Fungi	ITS	489	48.88
MPDB002100	Fungi	ITS	572	48.43
MPDB002101	Fungi	ITS	505	49.7
MPDB002102	Fungi	ITS	547	49.18
MPDB002103	Fungi	ITS	543	47.88
MPDB002104	Fungi	ITS	454	49.12
MPDB002105	Fungi	ITS	423	49.17
MPDB002106	Fungi	ITS	466	49.14
MPDB002107	Fungi	ITS	473	48.63
MPDB002108	Fungi	ITS	539	49.54
MPDB002109	Fungi	ITS	503	48.91
MPDB002110	Fungi	ITS	561	49.02
MPDB002111	Fungi	ITS	544	49.45
MPDB002112	Fungi	ITS	452	49.34
MPDB002113	Fungi	ITS	482	49.38
MPDB002114	Fungi	ITS	417	49.4
MPDB002115	Fungi	ITS	462	48.92
MPDB002116	Fungi	ITS	528	48.48
MPDB002117	Fungi	ITS	476	47.9
MPDB002118	Fungi	ITS	832	50.84
MPDB002119	Fungi	ITS	565	58.41
MPDB002120	Fungi	ITS	1144	55.33
MPDB002121	Fungi	ITS	1452	54.55
MPDB002122	Fungi	ITS	504	58.53
MPDB002123	Fungi	ITS	506	57.91
MPDB002124	Fungi	ITS	581	58.35
MPDB002125	Fungi	ITS	784	55.61
MPDB002126	Fungi	ITS	587	57.58
MPDB002127	Fungi	ITS	582	57.39
MPDB002128	Fungi	ITS	539	59.18
MPDB002129	Fungi	ITS	583	57.29
MPDB002130	Fungi	ITS	575	57.57
MPDB002131	Fungi	ITS	578	58.13
MPDB002132	Fungi	ITS	582	57.9
MPDB002133	Fungi	ITS	245	60.0
MPDB002134	Fungi	ITS	247	59.92
MPDB002135	Fungi	ITS	247	59.92
MPDB002136	Fungi	ITS	245	60.41
MPDB002137	Fungi	ITS	549	59.38
MPDB002138	Fungi	ITS	560	58.04
MPDB002139	Fungi	ITS	250	62.0
MPDB002140	Fungi	ITS	522	57.66
MPDB002141	Fungi	ITS	552	58.15
MPDB002142	Fungi	ITS	557	58.35
MPDB002143	Fungi	ITS	553	58.23
MPDB002144	Fungi	ITS	252	58.73
MPDB002145	Fungi	ITS	405	50.86
MPDB002146	Fungi	ITS	542	59.04
MPDB002147	Fungi	ITS	545	58.9
MPDB002148	Fungi	ITS	587	57.41
MPDB002149	Fungi	ITS	633	58.14
MPDB002150	Fungi	ITS	569	58.17
MPDB002151	Fungi	ITS	606	55.45
MPDB002152	Fungi	ITS	526	57.98
MPDB002153	Fungi	ITS	605	59.01
MPDB002154	Fungi	ITS	490	58.98
MPDB002155	Fungi	ITS	335	56.72
MPDB002156	Fungi	ITS	625	56.8
MPDB002157	Fungi	ITS	512	59.38
MPDB002158	Fungi	ITS	499	58.52
MPDB002159	Fungi	ITS	572	57.69
MPDB002160	Fungi	ITS	253	59.29
MPDB002161	Fungi	ITS	591	58.04
MPDB002162	Fungi	ITS	544	49.82
MPDB002163	Fungi	ITS	543	49.54
MPDB002164	Fungi	ITS	544	49.63
MPDB002165	Fungi	ITS	470	50.0
MPDB002166	Fungi	ITS	545	49.91
MPDB002167	Fungi	ITS	515	50.68
MPDB002168	Fungi	ITS	464	50.0
MPDB002169	Fungi	ITS	491	50.1
MPDB002170	Fungi	ITS	543	49.72
MPDB002171	Fungi	ITS	543	49.54
MPDB002172	Fungi	ITS	544	50.0
MPDB002173	Fungi	ITS	544	49.82
MPDB002174	Fungi	ITS	545	50.28
MPDB002175	Fungi	ITS	529	50.28
MPDB002176	Fungi	ITS	1133	50.22
MPDB002177	Fungi	ITS	614	35.5
MPDB002178	Fungi	ITS	531	50.28
MPDB002179	Fungi	ITS	532	50.19
MPDB002180	Fungi	ITS	425	48.71
MPDB002181	Fungi	ITS	525	49.9
MPDB002182	Fungi	ITS	454	50.88
MPDB002183	Fungi	ITS	535	49.91
MPDB002184	Fungi	ITS	532	50.19
MPDB002185	Fungi	ITS	497	50.7
MPDB002186	Fungi	ITS	518	50.0
MPDB002187	Fungi	ITS	572	49.48
MPDB002188	Fungi	ITS	574	49.65
MPDB002189	Fungi	ITS	519	49.71
MPDB002190	Fungi	ITS	538	48.88
MPDB002191	Fungi	ITS	499	49.7
MPDB002192	Fungi	ITS	524	50.0
MPDB002193	Fungi	ITS	558	49.82
MPDB002194	Fungi	ITS	518	49.03
MPDB002195	Fungi	ITS	516	49.22
MPDB002196	Fungi	ITS	446	50.0
MPDB002197	Fungi	ITS	553	49.91
MPDB002198	Fungi	ITS	439	50.57
MPDB002199	Fungi	ITS	461	50.76
MPDB002200	Fungi	ITS	554	50.18
MPDB002201	Fungi	ITS	578	49.65
MPDB002202	Fungi	ITS	576	49.65
MPDB002203	Fungi	ITS	572	49.48
MPDB002204	Fungi	ITS	525	49.9
MPDB002205	Fungi	ITS	534	53.75
MPDB002206	Fungi	ITS	536	55.04
MPDB002207	Fungi	ITS	537	53.26
MPDB002208	Fungi	ITS	528	54.92
MPDB002209	Fungi	ITS	519	54.34
MPDB002210	Fungi	ITS	569	54.13
MPDB002211	Fungi	ITS	518	54.63
MPDB002212	Fungi	ITS	553	53.53
MPDB002213	Fungi	ITS	530	54.72
MPDB002214	Fungi	ITS	516	53.88
MPDB002215	Fungi	ITS	466	52.36
MPDB002216	Fungi	ITS	430	56.51
MPDB002217	Fungi	ITS	429	56.41
MPDB002218	Fungi	ITS	429	55.71
MPDB002219	Fungi	ITS	430	55.81
MPDB002220	Fungi	ITS	430	56.05
MPDB002221	Fungi	ITS	431	56.61
MPDB002222	Fungi	ITS	431	56.38
MPDB002223	Fungi	ITS	430	55.81
MPDB002224	Fungi	ITS	429	55.71
MPDB002225	Fungi	ITS	429	56.18
MPDB002226	Fungi	ITS	548	54.74
MPDB002227	Fungi	ITS	515	52.23
MPDB002228	Fungi	ITS	540	54.26
MPDB002229	Fungi	ITS	527	54.08
MPDB002230	Fungi	ITS	687	54.29
MPDB002231	Fungi	ITS	681	54.33
MPDB002232	Fungi	ITS	688	54.36
MPDB002233	Fungi	ITS	687	54.15
MPDB002234	Fungi	ITS	691	53.98
MPDB002235	Fungi	ITS	691	54.27
MPDB002236	Fungi	ITS	688	54.36
MPDB002237	Fungi	ITS	691	54.41
MPDB002238	Fungi	ITS	538	54.09
MPDB002239	Fungi	ITS	540	54.26
MPDB002240	Fungi	ITS	223	49.78
MPDB002241	Fungi	ITS	524	54.58
MPDB002242	Fungi	ITS	490	55.51
MPDB002243	Fungi	ITS	688	54.8
MPDB002244	Fungi	ITS	260	53.46
MPDB002245	Fungi	ITS	477	55.56
MPDB002246	Fungi	ITS	550	53.82
MPDB002247	Fungi	ITS	531	53.86
MPDB002248	Fungi	ITS	509	51.87
MPDB002249	Fungi	ITS	549	51.18
MPDB002250	Fungi	ITS	567	50.62
MPDB002251	Fungi	ITS	561	51.16
MPDB002252	Fungi	ITS	575	51.13
MPDB002253	Fungi	ITS	550	51.27
MPDB002254	Fungi	ITS	563	51.15
MPDB002255	Fungi	ITS	685	52.41
MPDB002256	Fungi	ITS	550	50.91
MPDB002257	Fungi	ITS	553	51.18
MPDB002258	Fungi	ITS	551	51.18
MPDB002259	Fungi	ITS	552	51.27
MPDB002260	Fungi	ITS	478	50.63
MPDB002261	Fungi	ITS	478	50.63
MPDB002262	Fungi	ITS	524	51.15
MPDB002263	Fungi	ITS	482	51.45
MPDB002264	Fungi	ITS	482	51.45
MPDB002265	Fungi	ITS	487	51.54
MPDB002266	Fungi	ITS	484	51.65
MPDB002267	Fungi	ITS	489	51.33
MPDB002268	Fungi	ITS	488	51.84
MPDB002269	Fungi	ITS	558	50.9
MPDB002270	Fungi	ITS	512	51.56
MPDB002271	Fungi	ITS	511	51.27
MPDB002272	Fungi	ITS	552	51.63
MPDB002273	Fungi	ITS	1430	50.63
MPDB002274	Fungi	ITS	522	51.34
MPDB002275	Fungi	ITS	523	51.24
MPDB002276	Fungi	ITS	519	51.06
MPDB002277	Fungi	ITS	520	51.15
MPDB002278	Fungi	ITS	530	51.13
MPDB002279	Fungi	ITS	526	51.33
MPDB002280	Fungi	ITS	495	51.72
MPDB002281	Fungi	ITS	481	50.52
MPDB002282	Fungi	ITS	258	60.47
MPDB002283	Fungi	ITS	478	50.84
MPDB002284	Fungi	ITS	426	51.64
MPDB002285	Fungi	ITS	507	51.68
MPDB002286	Fungi	ITS	355	52.11
MPDB002287	Fungi	ITS	530	51.13
MPDB002288	Fungi	ITS	556	51.08
MPDB002289	Fungi	ITS	588	50.85
MPDB002290	Fungi	ITS	479	50.73
MPDB002291	Fungi	ITS	479	51.15
MPDB002292	Fungi	ITS	497	51.31
MPDB002293	Fungi	ITS	572	50.17
MPDB002294	Fungi	ITS	702	52.28
MPDB002295	Fungi	ITS	575	50.43
MPDB002296	Fungi	ITS	577	50.43
MPDB002297	Fungi	ITS	514	50.97
MPDB002298	Fungi	ITS	551	51.36
MPDB002299	Fungi	ITS	565	50.8
MPDB002300	Fungi	ITS	564	50.89
MPDB002301	Fungi	ITS	521	51.82
MPDB002302	Fungi	ITS	550	51.09
MPDB002303	Fungi	ITS	463	51.84
MPDB002304	Fungi	ITS	471	51.59
MPDB002305	Fungi	ITS	478	51.05
MPDB002306	Fungi	ITS	502	51.39
MPDB002307	Fungi	ITS	1429	51.01
MPDB002308	Fungi	ITS	230	50.0
MPDB002309	Fungi	ITS	499	51.5
MPDB002310	Fungi	ITS	426	51.17
MPDB002311	Fungi	ITS	400	52.5
MPDB002312	Fungi	ITS	191	49.21
MPDB002313	Fungi	ITS	582	52.41
MPDB002314	Fungi	ITS	499	51.7
MPDB002315	Fungi	ITS	480	54.17
MPDB002316	Fungi	ITS	226	50.44
MPDB002317	Fungi	ITS	488	51.43
MPDB002318	Fungi	ITS	480	52.5
MPDB002319	Fungi	ITS	500	51.8
MPDB002320	Fungi	ITS	472	52.33
MPDB002321	Fungi	ITS	390	53.08
MPDB002322	Fungi	ITS	460	51.3
MPDB002323	Fungi	ITS	460	51.3
MPDB002324	Fungi	ITS	487	50.31
MPDB002325	Fungi	ITS	533	51.03
MPDB002326	Fungi	ITS	540	51.67
MPDB002327	Fungi	ITS	505	51.49
MPDB002328	Fungi	ITS	526	51.71
MPDB002329	Fungi	ITS	615	50.73
MPDB002330	Fungi	ITS	506	51.38
MPDB002331	Fungi	ITS	336	52.08
MPDB002332	Fungi	ITS	336	50.89
MPDB002333	Fungi	ITS	514	52.14
MPDB002334	Fungi	ITS	692	42.92
MPDB002335	Fungi	ITS	588	54.08
MPDB002336	Fungi	ITS	274	54.74
MPDB002337	Fungi	ITS	957	54.23
MPDB002338	Fungi	ITS	513	54.39
MPDB002339	Fungi	ITS	529	54.44
MPDB002340	Fungi	ITS	215	55.81
MPDB002341	Fungi	ITS	215	54.88
MPDB002342	Fungi	ITS	591	52.12
MPDB002343	Fungi	ITS	600	52.67
MPDB002344	Fungi	ITS	600	53.33
MPDB002345	Fungi	ITS	652	53.53
MPDB002346	Fungi	ITS	626	53.04
MPDB002347	Fungi	ITS	620	53.39
MPDB002348	Fungi	ITS	666	53.3
MPDB002349	Fungi	ITS	566	53.71
MPDB002350	Fungi	ITS	514	54.09
MPDB002351	Fungi	ITS	600	53.33
MPDB002352	Fungi	ITS	636	52.67
MPDB002353	Fungi	ITS	651	53.61
MPDB002354	Fungi	ITS	603	53.23
MPDB002355	Fungi	ITS	600	53.33
MPDB002356	Fungi	ITS	514	53.89
MPDB002357	Fungi	ITS	581	57.49
MPDB002358	Fungi	ITS	502	54.38
MPDB002359	Fungi	ITS	557	54.04
MPDB002360	Fungi	ITS	585	53.85
MPDB002361	Fungi	ITS	568	54.05
MPDB002362	Fungi	ITS	541	53.97
MPDB002363	Fungi	ITS	553	53.89
MPDB002364	Fungi	ITS	549	53.55
MPDB002365	Fungi	ITS	553	53.71
MPDB002366	Fungi	ITS	554	53.79
MPDB002367	Fungi	ITS	552	53.8
MPDB002368	Fungi	ITS	558	53.94
MPDB002369	Fungi	ITS	559	54.03
MPDB002370	Fungi	ITS	549	54.1
MPDB002371	Fungi	ITS	550	54.0
MPDB002372	Fungi	ITS	561	54.01
MPDB002373	Fungi	ITS	559	54.74
MPDB002374	Fungi	ITS	493	54.56
MPDB002375	Fungi	ITS	552	54.35
MPDB002376	Fungi	ITS	587	54.0
MPDB002377	Fungi	ITS	205	49.27
MPDB002378	Fungi	ITS	206	51.94
MPDB002379	Fungi	ITS	535	52.34
MPDB002380	Fungi	ITS	490	44.9
MPDB002381	Fungi	ITS	534	47.94
MPDB002382	Fungi	ITS	508	48.62
MPDB002383	Fungi	ITS	606	49.17
MPDB002384	Fungi	ITS	534	49.25
MPDB002385	Fungi	ITS	495	45.86
MPDB002386	Fungi	ITS	555	44.86
MPDB002387	Fungi	ITS	399	45.86
MPDB002388	Fungi	ITS	570	45.79
MPDB002389	Fungi	ITS	701	48.5
MPDB002390	Fungi	ITS	560	46.79
MPDB002391	Fungi	ITS	691	48.34
MPDB002392	Fungi	ITS	557	46.14
MPDB002393	Fungi	ITS	485	46.6
MPDB002394	Fungi	ITS	498	46.59
MPDB002395	Fungi	ITS	570	46.49
MPDB002396	Fungi	ITS	449	46.99
MPDB002397	Fungi	ITS	468	47.01
MPDB002398	Fungi	ITS	1427	49.19
MPDB002399	Fungi	ITS	1305	49.58
MPDB002400	Fungi	ITS	1408	49.22
MPDB002401	Fungi	ITS	1321	49.58
MPDB002402	Fungi	ITS	1346	49.63
MPDB002403	Fungi	ITS	708	48.16
MPDB002404	Fungi	ITS	711	48.8
MPDB002405	Fungi	ITS	708	48.31
MPDB002406	Fungi	ITS	705	48.09
MPDB002407	Fungi	ITS	683	48.46
MPDB002408	Fungi	ITS	711	47.96
MPDB002409	Fungi	ITS	505	47.72
MPDB002410	Fungi	ITS	457	47.48
MPDB002411	Fungi	ITS	525	47.24
MPDB002412	Fungi	ITS	533	47.09
MPDB002413	Fungi	ITS	526	46.96
MPDB002414	Fungi	ITS	531	47.08
MPDB002415	Fungi	ITS	529	48.02
MPDB002416	Fungi	ITS	508	47.44
MPDB002417	Fungi	ITS	508	47.64
MPDB002418	Fungi	ITS	504	48.02
MPDB002419	Fungi	ITS	344	46.22
MPDB002420	Fungi	ITS	441	47.39
MPDB002421	Fungi	ITS	363	45.73
MPDB002422	Fungi	ITS	426	46.95
MPDB002423	Fungi	ITS	444	47.07
MPDB002424	Fungi	ITS	419	47.26
MPDB002425	Fungi	ITS	436	46.79
MPDB002426	Fungi	ITS	452	46.68
MPDB002427	Fungi	ITS	440	46.82
MPDB002428	Fungi	ITS	443	47.18
MPDB002429	Fungi	ITS	442	47.29
MPDB002430	Fungi	ITS	375	47.2
MPDB002431	Fungi	ITS	416	47.12
MPDB002432	Fungi	ITS	474	54.01
MPDB002433	Fungi	ITS	468	53.42
MPDB002434	Fungi	ITS	479	53.03
MPDB002435	Fungi	ITS	393	53.94
MPDB002436	Fungi	ITS	476	53.99
MPDB002437	Fungi	ITS	389	54.24
MPDB002438	Fungi	ITS	467	53.53
MPDB002439	Fungi	ITS	476	53.36
MPDB002440	Fungi	ITS	458	53.93
MPDB002441	Fungi	ITS	466	53.43
MPDB002442	Fungi	ITS	474	53.38
MPDB002443	Fungi	ITS	465	53.55
MPDB002444	Fungi	ITS	476	53.15
MPDB002445	Fungi	ITS	454	53.96
MPDB002446	Fungi	ITS	381	54.86
MPDB002447	Fungi	ITS	464	53.45
MPDB002448	Fungi	ITS	469	53.52
MPDB002449	Fungi	ITS	463	53.56
MPDB002450	Fungi	ITS	463	54.21
MPDB002451	Fungi	ITS	467	53.75
MPDB002452	Fungi	ITS	469	53.73
MPDB002453	Fungi	ITS	465	53.76
MPDB002454	Fungi	ITS	470	53.62
MPDB002455	Fungi	ITS	455	54.07
MPDB002456	Fungi	ITS	468	53.85
MPDB002457	Fungi	ITS	541	52.31
MPDB002458	Fungi	ITS	549	52.64
MPDB002459	Fungi	ITS	288	49.31
MPDB002460	Fungi	ITS	304	51.64
MPDB002461	Fungi	ITS	496	53.43
MPDB002462	Fungi	ITS	483	54.66
MPDB002463	Fungi	ITS	523	53.15
MPDB002464	Fungi	ITS	495	53.54
MPDB002465	Fungi	ITS	504	53.77
MPDB002466	Fungi	ITS	520	52.69
MPDB002467	Fungi	ITS	520	53.08
MPDB002468	Fungi	ITS	516	53.1
MPDB002469	Fungi	ITS	459	55.12
MPDB002470	Fungi	ITS	519	52.79
MPDB002471	Fungi	ITS	523	52.77
MPDB002472	Fungi	ITS	461	55.1
MPDB002473	Fungi	ITS	500	54.0
MPDB002474	Fungi	ITS	541	52.87
MPDB002475	Fungi	ITS	164	40.24
MPDB002476	Fungi	ITS	154	44.81
MPDB002477	Fungi	ITS	4337	49.23
MPDB002478	Fungi	ITS	4347	49.32
MPDB002479	Fungi	ITS	4339	49.37
MPDB002480	Fungi	ITS	4813	49.35
MPDB002481	Fungi	ITS	4000	48.85
MPDB002482	Fungi	ITS	4000	48.9
MPDB002483	Fungi	ITS	4337	49.2
MPDB002484	Fungi	ITS	4000	48.88
MPDB002485	Fungi	ITS	4336	49.17
MPDB002486	Fungi	ITS	4000	48.88
MPDB002487	Fungi	ITS	4000	48.9
MPDB002488	Fungi	ITS	4002	48.85
MPDB002489	Fungi	ITS	3969	48.95
MPDB002490	Fungi	ITS	4337	49.18
MPDB002491	Fungi	ITS	4000	48.9
MPDB002492	Fungi	ITS	4337	49.18
MPDB002493	Fungi	ITS	4336	49.17
MPDB002494	Fungi	ITS	4338	49.19
MPDB002495	Fungi	ITS	3631	48.53
MPDB002496	Fungi	ITS	4337	49.18
MPDB002497	Fungi	ITS	4338	49.19
MPDB002498	Fungi	ITS	4338	49.15
MPDB002499	Fungi	ITS	4338	49.19
MPDB002500	Fungi	ITS	517	45.26
MPDB002501	Fungi	ITS	1811	48.32
MPDB002502	Fungi	ITS	4315	49.13
MPDB002503	Fungi	ITS	4287	49.27
MPDB002504	Fungi	ITS	4310	49.21
MPDB002505	Fungi	ITS	4316	49.14
MPDB002506	Fungi	ITS	4254	49.15
MPDB002507	Fungi	ITS	4316	49.17
MPDB002508	Fungi	ITS	4315	49.13
MPDB002509	Fungi	ITS	560	44.11
MPDB002510	Fungi	ITS	4346	49.01
MPDB002511	Fungi	ITS	530	44.91
MPDB002512	Fungi	ITS	593	45.87
MPDB002513	Fungi	ITS	554	48.56
MPDB002514	Fungi	ITS	480	48.54
MPDB002515	Fungi	ITS	456	48.46
MPDB002516	Fungi	ITS	457	48.36
MPDB002517	Fungi	ITS	571	48.16
MPDB002518	Fungi	ITS	535	49.16
MPDB002519	Fungi	ITS	552	49.09
MPDB002520	Fungi	ITS	555	49.01
MPDB002521	Fungi	ITS	415	49.4
MPDB002522	Fungi	ITS	593	48.23
MPDB002523	Fungi	ITS	515	48.93
MPDB002524	Fungi	ITS	441	49.43
MPDB002525	Fungi	ITS	548	50.55
MPDB002526	Fungi	ITS	527	48.77
MPDB002527	Fungi	ITS	530	48.49
MPDB002528	Fungi	ITS	467	49.89
MPDB002529	Fungi	ITS	567	50.79
MPDB002530	Fungi	ITS	505	48.71
MPDB002531	Fungi	ITS	510	49.22
MPDB002532	Fungi	ITS	529	49.15
MPDB002533	Fungi	ITS	524	50.0
MPDB002534	Fungi	ITS	528	49.81
MPDB002535	Fungi	ITS	528	49.43
MPDB002536	Fungi	ITS	480	49.17
MPDB002537	Fungi	ITS	447	48.1
MPDB002538	Fungi	ITS	530	48.87
MPDB002539	Fungi	ITS	553	49.01
MPDB002540	Fungi	ITS	526	48.86
MPDB002541	Fungi	ITS	556	48.92
MPDB002542	Fungi	ITS	550	48.73
MPDB002543	Fungi	ITS	533	47.65
MPDB002544	Fungi	ITS	534	47.75
MPDB002545	Fungi	ITS	530	47.74
MPDB002546	Fungi	ITS	584	47.43
MPDB002547	Fungi	ITS	573	47.82
MPDB002548	Fungi	ITS	529	50.09
MPDB002549	Fungi	ITS	561	50.09
MPDB002550	Fungi	ITS	554	48.92
MPDB002551	Fungi	ITS	407	47.42
MPDB002552	Fungi	ITS	496	48.79
MPDB002553	Fungi	ITS	482	50.21
MPDB002554	Fungi	ITS	480	49.79
MPDB002555	Fungi	ITS	657	48.71
MPDB002556	Fungi	ITS	485	53.61
MPDB002557	Fungi	ITS	460	53.26
MPDB002558	Fungi	ITS	467	53.53
MPDB002559	Fungi	ITS	463	53.78
