seqid	taxid	species	category	accession	length	source	original_header
MPDB001365	13001	Ceratocystis paradoxa/Thielaviopsis paradoxa	fungi	OQ422150.1	518	reference	13001|Ceratocystis paradoxa/Thielaviopsis paradoxa|fungi|OQ422150.1 OQ422150.1 Thielaviopsis paradoxa isolate DA031 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence
MPDB001366	13001	Ceratocystis paradoxa/Thielaviopsis paradoxa	fungi	OQ422151.1	519	reference	13001|Ceratocystis paradoxa/Thielaviopsis paradoxa|fungi|OQ422151.1 OQ422151.1 Thielaviopsis paradoxa isolate AA032 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence
MPDB001367	13001	Ceratocystis paradoxa/Thielaviopsis paradoxa	fungi	OQ422152.1	517	reference	13001|Ceratocystis paradoxa/Thielaviopsis paradoxa|fungi|OQ422152.1 OQ422152.1 Thielaviopsis paradoxa isolate AA033 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence
MPDB001368	13001	Ceratocystis paradoxa/Thielaviopsis paradoxa	fungi	OQ422153.1	521	reference	13001|Ceratocystis paradoxa/Thielaviopsis paradoxa|fungi|OQ422153.1 OQ422153.1 Thielaviopsis paradoxa isolate AA034 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence
MPDB001369	13001	Ceratocystis paradoxa/Thielaviopsis paradoxa	fungi	OQ422154.1	519	reference	13001|Ceratocystis paradoxa/Thielaviopsis paradoxa|fungi|OQ422154.1 OQ422154.1 Thielaviopsis paradoxa isolate AA035 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1 and 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
MPDB001370	13001	Ceratocystis paradoxa/Thielaviopsis paradoxa	fungi	OQ422155.1	521	reference	13001|Ceratocystis paradoxa/Thielaviopsis paradoxa|fungi|OQ422155.1 OQ422155.1 Thielaviopsis paradoxa isolate AA036 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence
MPDB001371	13001	Ceratocystis paradoxa/Thielaviopsis paradoxa	fungi	OQ422156.1	517	reference	13001|Ceratocystis paradoxa/Thielaviopsis paradoxa|fungi|OQ422156.1 OQ422156.1 Thielaviopsis paradoxa isolate C3 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1 and 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
MPDB001372	13001	Ceratocystis paradoxa/Thielaviopsis paradoxa	fungi	OQ422157.1	519	reference	13001|Ceratocystis paradoxa/Thielaviopsis paradoxa|fungi|OQ422157.1 OQ422157.1 Thielaviopsis paradoxa isolate PNGU36(1) small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence
MPDB001373	13001	Ceratocystis paradoxa/Thielaviopsis paradoxa	fungi	OQ422158.1	518	reference	13001|Ceratocystis paradoxa/Thielaviopsis paradoxa|fungi|OQ422158.1 OQ422158.1 Thielaviopsis paradoxa isolate PNGU36(2) small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1 and 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
MPDB001374	13001	Ceratocystis paradoxa/Thielaviopsis paradoxa	fungi	OQ422159.1	516	reference	13001|Ceratocystis paradoxa/Thielaviopsis paradoxa|fungi|OQ422159.1 OQ422159.1 Thielaviopsis paradoxa isolate WGNT9 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1 and 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
MPDB001375	13001	Ceratocystis paradoxa/Thielaviopsis paradoxa	fungi	OQ422160.1	516	reference	13001|Ceratocystis paradoxa/Thielaviopsis paradoxa|fungi|OQ422160.1 OQ422160.1 Thielaviopsis paradoxa isolate WGNT6 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1 and 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
MPDB001376	13001	Ceratocystis paradoxa/Thielaviopsis paradoxa	fungi	OQ448884.1	505	reference	13001|Ceratocystis paradoxa/Thielaviopsis paradoxa|fungi|OQ448884.1 OQ448884.1 Thielaviopsis paradoxa isolate m12 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence
MPDB001377	13001	Ceratocystis paradoxa/Thielaviopsis paradoxa	fungi	OQ791411.1	491	reference	13001|Ceratocystis paradoxa/Thielaviopsis paradoxa|fungi|OQ791411.1 OQ791411.1 Thielaviopsis paradoxa isolate m88 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence
MPDB001378	13001	Ceratocystis paradoxa/Thielaviopsis paradoxa	fungi	OR345245.1	514	reference	13001|Ceratocystis paradoxa/Thielaviopsis paradoxa|fungi|OR345245.1 OR345245.1 Thielaviopsis paradoxa isolate tp internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence
MPDB001379	13001	Ceratocystis paradoxa/Thielaviopsis paradoxa	fungi	OR564191.1	508	reference	13001|Ceratocystis paradoxa/Thielaviopsis paradoxa|fungi|OR564191.1 OR564191.1 Thielaviopsis paradoxa isolate XCL5 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence
MPDB001380	13001	Ceratocystis paradoxa/Thielaviopsis paradoxa	fungi	PP502916.1	506	reference	13001|Ceratocystis paradoxa/Thielaviopsis paradoxa|fungi|PP502916.1 PP502916.1 Thielaviopsis paradoxa isolate SR10 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
MPDB001381	13001	Ceratocystis paradoxa/Thielaviopsis paradoxa	fungi	PP587644.1	442	reference	13001|Ceratocystis paradoxa/Thielaviopsis paradoxa|fungi|PP587644.1 PP587644.1 Thielaviopsis paradoxa isolate 21 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
MPDB001382	13001	Ceratocystis paradoxa/Thielaviopsis paradoxa	fungi	PP838332.1	1172	reference	13001|Ceratocystis paradoxa/Thielaviopsis paradoxa|fungi|PP838332.1 PP838332.1 Thielaviopsis paradoxa strain PDA-S2-M2-J37_13 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence
MPDB001383	13001	Ceratocystis paradoxa/Thielaviopsis paradoxa	fungi	PQ001935.1	428	reference	13001|Ceratocystis paradoxa/Thielaviopsis paradoxa|fungi|PQ001935.1 PQ001935.1 Thielaviopsis paradoxa isolate 30 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
MPDB001384	13001	Ceratocystis paradoxa/Thielaviopsis paradoxa	fungi	PQ390716.1	516	reference	13001|Ceratocystis paradoxa/Thielaviopsis paradoxa|fungi|PQ390716.1 PQ390716.1 Thielaviopsis paradoxa isolate HH89 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence
MPDB001385	13001	Ceratocystis paradoxa/Thielaviopsis paradoxa	fungi	PQ390717.1	514	reference	13001|Ceratocystis paradoxa/Thielaviopsis paradoxa|fungi|PQ390717.1 PQ390717.1 Thielaviopsis paradoxa isolate HH77 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence
MPDB001386	13001	Ceratocystis paradoxa/Thielaviopsis paradoxa	fungi	PQ489344.1	417	reference	13001|Ceratocystis paradoxa/Thielaviopsis paradoxa|fungi|PQ489344.1 PQ489344.1 Thielaviopsis paradoxa isolate 19 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
MPDB001387	13001	Ceratocystis paradoxa/Thielaviopsis paradoxa	fungi	PQ489346.1	418	reference	13001|Ceratocystis paradoxa/Thielaviopsis paradoxa|fungi|PQ489346.1 PQ489346.1 Thielaviopsis paradoxa isolate 12 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
MPDB001388	13001	Ceratocystis paradoxa/Thielaviopsis paradoxa	fungi	PQ489348.1	517	reference	13001|Ceratocystis paradoxa/Thielaviopsis paradoxa|fungi|PQ489348.1 PQ489348.1 Thielaviopsis paradoxa isolate 30 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
MPDB001389	13001	Ceratocystis paradoxa/Thielaviopsis paradoxa	fungi	PQ643222.1	505	reference	13001|Ceratocystis paradoxa/Thielaviopsis paradoxa|fungi|PQ643222.1 PQ643222.1 Thielaviopsis paradoxa isolate M316 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1 and 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
MPDB001390	13001	Ceratocystis paradoxa/Thielaviopsis paradoxa	fungi	PQ643223.1	504	reference	13001|Ceratocystis paradoxa/Thielaviopsis paradoxa|fungi|PQ643223.1 PQ643223.1 Thielaviopsis paradoxa isolate M218 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1 and 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
MPDB001391	13001	Ceratocystis paradoxa/Thielaviopsis paradoxa	fungi	PQ846880.1	541	reference	13001|Ceratocystis paradoxa/Thielaviopsis paradoxa|fungi|PQ846880.1 PQ846880.1 Thielaviopsis paradoxa strain KX1577 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence
MPDB001392	13001	Ceratocystis paradoxa/Thielaviopsis paradoxa	fungi	PV290762.1	542	reference	13001|Ceratocystis paradoxa/Thielaviopsis paradoxa|fungi|PV290762.1 PV290762.1 Thielaviopsis paradoxa isolate TP small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence
MPDB001393	13001	Ceratocystis paradoxa/Thielaviopsis paradoxa	fungi	PV534988.1	513	reference	13001|Ceratocystis paradoxa/Thielaviopsis paradoxa|fungi|PV534988.1 PV534988.1 Thielaviopsis paradoxa isolate LMF_01ITS_T.Paradoxa small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1 and 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
MPDB001394	13001	Ceratocystis paradoxa/Thielaviopsis paradoxa	fungi	PV562478.1	508	reference	13001|Ceratocystis paradoxa/Thielaviopsis paradoxa|fungi|PV562478.1 PV562478.1 Thielaviopsis paradoxa isolate TSHA1 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence
MPDB001395	13001	Ceratocystis paradoxa/Thielaviopsis paradoxa	fungi	PV998055.1	520	reference	13001|Ceratocystis paradoxa/Thielaviopsis paradoxa|fungi|PV998055.1 PV998055.1 Thielaviopsis paradoxa isolate Karatas-Adana internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence
MPDB001396	13001	Ceratocystis paradoxa/Thielaviopsis paradoxa	fungi	PV998057.1	493	reference	13001|Ceratocystis paradoxa/Thielaviopsis paradoxa|fungi|PV998057.1 PV998057.1 Thielaviopsis paradoxa isolate Arsuz Hatay internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence
MPDB001397	13001	Ceratocystis paradoxa/Thielaviopsis paradoxa	fungi	PV998079.1	477	reference	13001|Ceratocystis paradoxa/Thielaviopsis paradoxa|fungi|PV998079.1 PV998079.1 Thielaviopsis paradoxa isolate Anamur Mersin internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence
MPDB001398	13001	Ceratocystis paradoxa/Thielaviopsis paradoxa	fungi	PV998083.1	482	reference	13001|Ceratocystis paradoxa/Thielaviopsis paradoxa|fungi|PV998083.1 PV998083.1 Thielaviopsis paradoxa isolate Silifke-Mersin internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence
MPDB001399	13001	Ceratocystis paradoxa/Thielaviopsis paradoxa	fungi	PV998085.1	497	reference	13001|Ceratocystis paradoxa/Thielaviopsis paradoxa|fungi|PV998085.1 PV998085.1 Thielaviopsis paradoxa isolate Alanya-Antalya internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence
MPDB001400	13001	Ceratocystis paradoxa/Thielaviopsis paradoxa	fungi	PX858216.1	560	reference	13001|Ceratocystis paradoxa/Thielaviopsis paradoxa|fungi|PX858216.1 PX858216.1 Thielaviopsis paradoxa strain PS-PLS-1 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence
MPDB001401	13001	Ceratocystis paradoxa/Thielaviopsis paradoxa	fungi	PX858217.1	550	reference	13001|Ceratocystis paradoxa/Thielaviopsis paradoxa|fungi|PX858217.1 PX858217.1 Thielaviopsis paradoxa strain PS-PLS-2a small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence
MPDB001402	13001	Ceratocystis paradoxa/Thielaviopsis paradoxa	fungi	PZ392141.1	553	reference	13001|Ceratocystis paradoxa/Thielaviopsis paradoxa|fungi|长喙壳叶斑病 PZ392141.1 Thielaviopsis paradoxa isolate PP13 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence
MPDB001403	135779	Cercospora zeae-maydis	fungi	OQ732341.1	427	reference	135779|Cercospora zeae-maydis|fungi|OQ732341.1 OQ732341.1 Cercospora zeae-maydis isolate Czm_21_232 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
MPDB001404	135779	Cercospora zeae-maydis	fungi	OQ732350.1	427	reference	135779|Cercospora zeae-maydis|fungi|OQ732350.1 OQ732350.1 Cercospora zeae-maydis isolate Czm_21_241 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
MPDB001405	135779	Cercospora zeae-maydis	fungi	OQ732363.1	427	reference	135779|Cercospora zeae-maydis|fungi|OQ732363.1 OQ732363.1 Cercospora zeae-maydis isolate Czm_21_254 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
MPDB001406	135779	Cercospora zeae-maydis	fungi	OR945717.1	504	reference	135779|Cercospora zeae-maydis|fungi|OR945717.1 OR945717.1 Cercospora zeae-maydis strain CZM1 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence
MPDB001407	135779	Cercospora zeae-maydis	fungi	PQ571649.1	509	reference	135779|Cercospora zeae-maydis|fungi|玉米灰斑病 PQ571649.1 Cercospora zeae-maydis isolate LN-XM-3 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence
MPDB001408	135779	Cercospora zeae-maydis	fungi	PQ571652.1	506	reference	135779|Cercospora zeae-maydis|fungi|玉米灰斑病 PQ571652.1 Cercospora zeae-maydis isolate LD835-1 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence
MPDB001409	135779	Cercospora zeae-maydis	fungi	PQ571656.1	515	reference	135779|Cercospora zeae-maydis|fungi|玉米灰斑病 PQ571656.1 Cercospora zeae-maydis isolate LN-AB49-1 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence
