seqid	taxid	species	category	accession	length	n_count	ambiguous_count	ambiguous_bases	header_format_ok	marker_consistent	notes
MPDB001042	1159556	Ustilaginoidea virens	fungi	OQ645541.1	637	0	1	Y	True	True	
MPDB001043	1159556	Ustilaginoidea virens	fungi	OQ645542.1	615	0	0		True	True	
MPDB001044	1159556	Ustilaginoidea virens	fungi	OQ645543.1	639	0	0		True	True	
MPDB001045	1159556	Ustilaginoidea virens	fungi	OQ645544.1	472	0	0		True	True	
MPDB001046	1159556	Ustilaginoidea virens	fungi	OQ645545.1	624	0	0		True	True	
MPDB001047	1159556	Ustilaginoidea virens	fungi	OQ645546.1	638	0	0		True	True	
MPDB001048	1159556	Ustilaginoidea virens	fungi	OQ645548.1	629	0	0		True	True	
MPDB001049	1159556	Ustilaginoidea virens	fungi	OQ645549.1	629	0	0		True	True	
MPDB001050	1159556	Ustilaginoidea virens	fungi	PP800271.1	559	0	0		True	True	
MPDB001051	1159556	Ustilaginoidea virens	fungi	PP972763.1	679	0	1	S	True	True	
MPDB001052	1159556	Ustilaginoidea virens	fungi	PP972764.1	634	0	3	SWY	True	True	
MPDB001053	1159556	Ustilaginoidea virens	fungi	PP972765.1	638	0	0		True	True	
MPDB001054	1159556	Ustilaginoidea virens	fungi	PP972766.1	616	0	0		True	True	
MPDB001055	1159556	Ustilaginoidea virens	fungi	PP972767.1	430	0	0		True	True	
MPDB001056	1159556	Ustilaginoidea virens	fungi	PP972768.1	618	0	0		True	True	
MPDB001057	1159556	Ustilaginoidea virens	fungi	PP972769.1	679	0	0		True	True	
MPDB001058	1159556	Ustilaginoidea virens	fungi	PP972770.1	639	0	0		True	True	
MPDB001059	1159556	Ustilaginoidea virens	fungi	PP972771.1	674	0	0		True	True	
MPDB001060	1159556	Ustilaginoidea virens	fungi	PQ656350.1	520	0	0		True	True	
MPDB001061	1159556	Ustilaginoidea virens	fungi	PQ780755.1	632	0	0		True	True	
MPDB001062	1159556	Ustilaginoidea virens	fungi	PQ780756.1	642	0	1	R	True	True	
MPDB001063	1159556	Ustilaginoidea virens	fungi	PQ780757.1	637	0	1	M	True	True	
MPDB001064	1159556	Ustilaginoidea virens	fungi	PQ780758.1	632	0	0		True	True	
MPDB001065	1159556	Ustilaginoidea virens	fungi	PQ780759.1	638	0	0		True	True	
MPDB001066	1159556	Ustilaginoidea virens	fungi	PV464054.1	631	0	0		True	True	
MPDB001067	1159556	Ustilaginoidea virens	fungi	PV581597.1	290	0	0		True	True	
MPDB001068	1159556	Ustilaginoidea virens	fungi	PX056884.1	658	0	0		True	True	
MPDB001069	1159556	Ustilaginoidea virens	fungi	PX775585.1	640	0	0		True	True	
MPDB001070	1159556	Ustilaginoidea virens	fungi	PX775586.1	640	2	0		True	True	
MPDB001071	1159556	Ustilaginoidea virens	fungi	PZ441335.1	215	0	0		True	True	
MPDB001072	1159556	Ustilaginoidea virens	fungi	PZ441354.1	317	0	0		True	True	
MPDB001073	1159556	Ustilaginoidea virens	fungi	PZ447652.1	320	0	0		True	True	
MPDB001074	1159556	Ustilaginoidea virens	fungi	PZ447655.1	298	0	0		True	True	
MPDB001075	1159556	Ustilaginoidea virens	fungi	PZ447656.1	318	0	0		True	True	
MPDB001076	1159556	Ustilaginoidea virens	fungi	PZ448556.1	327	0	0		True	True	
MPDB001077	1159556	Ustilaginoidea virens	fungi	PZ448627.1	202	0	0		True	True	
MPDB001078	1159556	Ustilaginoidea virens	fungi	PZ448630.1	306	0	0		True	True	
MPDB001079	1159556	Ustilaginoidea virens	fungi	PZ585080.1	613	0	0		True	True	
MPDB001080	1159556	Ustilaginoidea virens	fungi	PZ711415.1	613	0	0		True	True	
MPDB001081	1159556	Ustilaginoidea virens	fungi	PZ770853.1	520	0	0		True	True	
MPDB001082	117187	Fusarium verticillioides (Gibberella moniliformis)	fungi	PV862255.1	505	0	0		True	True	
MPDB001083	117187	Fusarium verticillioides (Gibberella moniliformis)	fungi	PZ734327.1	539	0	0		True	True	
MPDB001084	117187	Fusarium verticillioides (Gibberella moniliformis)	fungi	PZ734332.1	541	0	0		True	True	
MPDB001085	117187	Fusarium verticillioides (Gibberella moniliformis)	fungi	PZ734338.1	552	0	0		True	True	
MPDB001086	117187	Fusarium verticillioides (Gibberella moniliformis)	fungi	PZ734339.1	555	0	0		True	True	
MPDB001087	117187	Fusarium verticillioides (Gibberella moniliformis)	fungi	PZ734340.1	542	0	0		True	True	
MPDB001088	117187	Fusarium verticillioides (Gibberella moniliformis)	fungi	PZ734345.1	543	0	0		True	True	
MPDB001089	117187	Fusarium verticillioides (Gibberella moniliformis)	fungi	PZ734347.1	553	0	0		True	True	
MPDB001090	117187	Fusarium verticillioides (Gibberella moniliformis)	fungi	PZ734350.1	538	0	0		True	True	
MPDB001091	117187	Fusarium verticillioides (Gibberella moniliformis)	fungi	PZ734351.1	552	0	0		True	True	
MPDB001092	117187	Fusarium verticillioides (Gibberella moniliformis)	fungi	PZ734352.1	558	0	0		True	True	
MPDB001093	117187	Fusarium verticillioides (Gibberella moniliformis)	fungi	PZ734360.1	551	0	0		True	True	
MPDB001094	117187	Fusarium verticillioides (Gibberella moniliformis)	fungi	PZ734362.1	557	0	0		True	True	
MPDB001095	117187	Fusarium verticillioides (Gibberella moniliformis)	fungi	PZ734363.1	538	0	0		True	True	
MPDB001096	117187	Fusarium verticillioides (Gibberella moniliformis)	fungi	PZ734366.1	537	0	0		True	True	
MPDB001097	117187	Fusarium verticillioides (Gibberella moniliformis)	fungi	PZ734367.1	554	0	0		True	True	
MPDB001098	117187	Fusarium verticillioides (Gibberella moniliformis)	fungi	PZ734370.1	536	0	0		True	True	
MPDB001099	117187	Fusarium verticillioides (Gibberella moniliformis)	fungi	PZ734372.1	547	1	0		True	True	
MPDB001100	117187	Fusarium verticillioides (Gibberella moniliformis)	fungi	PZ734373.1	539	0	0		True	True	
MPDB001101	117187	Fusarium verticillioides (Gibberella moniliformis)	fungi	PZ734375.1	555	0	0		True	True	
MPDB001102	117187	Fusarium verticillioides (Gibberella moniliformis)	fungi	PZ734376.1	559	0	0		True	True	
MPDB001103	117187	Fusarium verticillioides (Gibberella moniliformis)	fungi	PZ734378.1	551	0	0		True	True	
MPDB001104	117187	Fusarium verticillioides (Gibberella moniliformis)	fungi	PZ734382.1	552	0	0		True	True	
MPDB001105	117187	Fusarium verticillioides (Gibberella moniliformis)	fungi	PZ734386.1	550	0	0		True	True	
MPDB001106	117187	Fusarium verticillioides (Gibberella moniliformis)	fungi	PZ734388.1	556	0	0		True	True	
MPDB001107	117187	Fusarium verticillioides (Gibberella moniliformis)	fungi	PZ734389.1	556	0	0		True	True	
MPDB001108	117187	Fusarium verticillioides (Gibberella moniliformis)	fungi	PZ734394.1	558	0	0		True	True	
MPDB001109	117187	Fusarium verticillioides (Gibberella moniliformis)	fungi	PZ734396.1	553	0	0		True	True	
MPDB001110	117187	Fusarium verticillioides (Gibberella moniliformis)	fungi	PZ734397.1	551	0	0		True	True	
MPDB001111	117187	Fusarium verticillioides (Gibberella moniliformis)	fungi	PZ734399.1	552	0	0		True	True	
MPDB001112	117187	Fusarium verticillioides (Gibberella moniliformis)	fungi	PZ734401.1	540	0	0		True	True	
MPDB001113	117187	Fusarium verticillioides (Gibberella moniliformis)	fungi	PZ734403.1	549	0	0		True	True	
MPDB001114	117187	Fusarium verticillioides (Gibberella moniliformis)	fungi	PZ734405.1	541	0	0		True	True	
MPDB001115	117187	Fusarium verticillioides (Gibberella moniliformis)	fungi	PZ734407.1	538	0	0		True	True	
MPDB001116	117187	Fusarium verticillioides (Gibberella moniliformis)	fungi	PZ734408.1	551	0	0		True	True	
MPDB001117	117187	Fusarium verticillioides (Gibberella moniliformis)	fungi	PZ734414.1	540	0	0		True	True	
MPDB001118	117187	Fusarium verticillioides (Gibberella moniliformis)	fungi	PZ734415.1	538	0	0		True	True	
MPDB001119	117187	Fusarium verticillioides (Gibberella moniliformis)	fungi	PZ779813.1	538	0	0		True	True	
MPDB001120	117187	Fusarium verticillioides (Gibberella moniliformis)	fungi	PZ780481.1	505	0	0		True	True	
MPDB001121	117187	Fusarium verticillioides (Gibberella moniliformis)	fungi	PZ780482.1	471	0	0		True	True	
MPDB001122	117187	Fusarium verticillioides (Gibberella moniliformis)	fungi	PZ780483.1	489	0	0		True	True	
MPDB001123	117187	Fusarium verticillioides (Gibberella moniliformis)	fungi	PZ794754.1	500	7	0		True	True	
MPDB001124	117187	Fusarium verticillioides (Gibberella moniliformis)	fungi	PZ805112.1	524	0	0		True	True	
MPDB001125	1187904	Alternaria burnsii	fungi	MH863039.1	571	0	0		True	True	
MPDB001126	1187904	Alternaria burnsii	fungi	MH863040.1	569	0	0		True	True	
MPDB001127	1187904	Alternaria burnsii	fungi	MH865506.1	575	0	0		True	True	
MPDB001128	1187904	Alternaria burnsii	fungi	PP818958.1	573	0	0		True	True	
MPDB001129	1187904	Alternaria burnsii	fungi	PP915572.1	456	0	0		True	True	
MPDB001130	1187904	Alternaria burnsii	fungi	PQ060524.1	552	0	0		True	True	
MPDB001131	1187904	Alternaria burnsii	fungi	PQ119820.1	437	0	0		True	True	
MPDB001132	1187904	Alternaria burnsii	fungi	PQ285273.1	1337	0	0		True	True	
MPDB001133	1187904	Alternaria burnsii	fungi	PQ285359.1	1280	0	0		True	True	
MPDB001134	1187904	Alternaria burnsii	fungi	PQ584514.1	576	0	0		True	True	
MPDB001135	1187904	Alternaria burnsii	fungi	PQ584542.1	577	0	0		True	True	
MPDB001136	1187904	Alternaria burnsii	fungi	PQ605800.1	560	0	0		True	True	
MPDB001137	1187904	Alternaria burnsii	fungi	PQ651414.1	575	0	0		True	True	
MPDB001138	1187904	Alternaria burnsii	fungi	PQ651417.1	549	0	0		True	True	
MPDB001139	1187904	Alternaria burnsii	fungi	PQ651441.1	721	0	0		True	True	
MPDB001140	1187904	Alternaria burnsii	fungi	PV021216.1	502	0	0		True	True	
MPDB001141	1187904	Alternaria burnsii	fungi	PV124578.1	572	0	0		True	True	
MPDB001142	1187904	Alternaria burnsii	fungi	PV230488.1	541	0	0		True	True	
MPDB001143	1187904	Alternaria burnsii	fungi	PV234051.1	547	0	0		True	True	
MPDB001144	1187904	Alternaria burnsii	fungi	PV370362.1	531	0	0		True	True	
MPDB001145	1187904	Alternaria burnsii	fungi	PV455609.1	559	0	0		True	True	
MPDB001146	1187904	Alternaria burnsii	fungi	PV533641.1	533	0	0		True	True	
MPDB001147	1187904	Alternaria burnsii	fungi	PV533644.1	527	0	0		True	True	
MPDB001148	1187904	Alternaria burnsii	fungi	PV602354.1	540	0	0		True	True	
MPDB001149	1187904	Alternaria burnsii	fungi	PV704998.1	457	0	0		True	True	
MPDB001150	1187904	Alternaria burnsii	fungi	PV915450.1	561	0	0		True	True	
MPDB001151	1187904	Alternaria burnsii	fungi	PV961372.1	505	0	0		True	True	
MPDB001152	1187904	Alternaria burnsii	fungi	PX048803.1	514	0	0		True	True	
MPDB001153	1187904	Alternaria burnsii	fungi	PX116852.1	509	0	0		True	True	
MPDB001154	1187904	Alternaria burnsii	fungi	PX285291.1	532	0	0		True	True	
MPDB001155	1187904	Alternaria burnsii	fungi	PX435312.1	535	0	0		True	True	
MPDB001156	1187904	Alternaria burnsii	fungi	PX448602.1	489	0	0		True	True	
MPDB001157	1187904	Alternaria burnsii	fungi	PX457138.1	528	0	0		True	True	
MPDB001158	1187904	Alternaria burnsii	fungi	PX735823.1	547	0	0		True	True	
MPDB001159	1187904	Alternaria burnsii	fungi	PX752285.1	514	0	0		True	True	
MPDB001160	1187904	Alternaria burnsii	fungi	PX842235.1	550	0	0		True	True	
MPDB001161	1187904	Alternaria burnsii	fungi	PX945825.1	477	0	0		True	True	
MPDB001162	1187904	Alternaria burnsii	fungi	PZ017494.1	573	0	0		True	True	
MPDB001163	1187904	Alternaria burnsii	fungi	PZ098972.1	586	0	0		True	True	
MPDB001164	1187904	Alternaria burnsii	fungi	PZ267196.1	552	0	0		True	True	
MPDB001165	1187904	Alternaria burnsii	fungi	PZ385187.1	545	0	0		True	True	
MPDB001166	1187904	Alternaria burnsii	fungi	PZ492660.1	839	0	0		True	True	
MPDB001167	1187904	Alternaria burnsii	fungi	PZ783952.1	558	0	0		True	True	
MPDB001168	119927	Alternaria tenuissima	fungi	LC939292.1	518	0	0		True	True	
MPDB001169	119927	Alternaria tenuissima	fungi	MH856117.1	541	0	0		True	True	
MPDB001170	119927	Alternaria tenuissima	fungi	MH864067.1	569	0	0		True	True	
MPDB001171	119927	Alternaria tenuissima	fungi	PX765461.1	530	0	0		True	True	
MPDB001172	119927	Alternaria tenuissima	fungi	PZ154704.1	533	0	0		True	True	
MPDB001173	119927	Alternaria tenuissima	fungi	PZ154705.1	537	0	0		True	True	
MPDB001174	119927	Alternaria tenuissima	fungi	PZ326482.1	571	0	0		True	True	
MPDB001175	119927	Alternaria tenuissima	fungi	PZ359470.1	524	0	0		True	True	
MPDB001176	119927	Alternaria tenuissima	fungi	PZ360081.1	539	0	0		True	True	
MPDB001177	119927	Alternaria tenuissima	fungi	PZ368548.1	426	0	0		True	True	
MPDB001178	119927	Alternaria tenuissima	fungi	PZ390053.1	457	0	0		True	True	
MPDB001179	119927	Alternaria tenuissima	fungi	PZ395211.1	530	0	0		True	True	
MPDB001180	119927	Alternaria tenuissima	fungi	PZ401100.1	528	0	0		True	True	
MPDB001181	119927	Alternaria tenuissima	fungi	PZ401105.1	528	0	0		True	True	
MPDB001182	119927	Alternaria tenuissima	fungi	PZ401109.1	536	0	0		True	True	
MPDB001183	119927	Alternaria tenuissima	fungi	PZ401111.1	530	0	0		True	True	
MPDB001184	119927	Alternaria tenuissima	fungi	PZ424331.1	456	0	0		True	True	
MPDB001185	119927	Alternaria tenuissima	fungi	PZ531991.1	429	0	0		True	True	
MPDB001186	119927	Alternaria tenuissima	fungi	PZ537238.1	499	0	0		True	True	
MPDB001187	119927	Alternaria tenuissima	fungi	PZ538189.1	532	0	0		True	True	
MPDB001188	119927	Alternaria tenuissima	fungi	PZ540352.1	532	0	0		True	True	
MPDB001189	119927	Alternaria tenuissima	fungi	PZ556451.1	604	0	0		True	True	
MPDB001190	119927	Alternaria tenuissima	fungi	PZ575847.1	579	0	0		True	True	
MPDB001191	119927	Alternaria tenuissima	fungi	PZ584630.1	570	0	0		True	True	
MPDB001192	119927	Alternaria tenuissima	fungi	PZ584631.1	572	0	0		True	True	
MPDB001193	119927	Alternaria tenuissima	fungi	PZ584632.1	544	0	0		True	True	
MPDB001194	119927	Alternaria tenuissima	fungi	PZ585958.1	532	0	0		True	True	
MPDB001195	119927	Alternaria tenuissima	fungi	PZ620330.1	484	0	0		True	True	
MPDB001196	119927	Alternaria tenuissima	fungi	PZ621006.1	470	0	0		True	True	
MPDB001197	119927	Alternaria tenuissima	fungi	PZ624027.1	528	0	0		True	True	
MPDB001198	119927	Alternaria tenuissima	fungi	PZ625950.1	524	0	0		True	True	
MPDB001199	119927	Alternaria tenuissima	fungi	PZ626849.1	540	0	0		True	True	
MPDB001200	119927	Alternaria tenuissima	fungi	PZ645955.1	519	0	0		True	True	
MPDB001201	119927	Alternaria tenuissima	fungi	PZ653134.1	594	0	0		True	True	
MPDB001202	119927	Alternaria tenuissima	fungi	PZ658215.1	517	0	0		True	True	
MPDB001203	119927	Alternaria tenuissima	fungi	PZ658224.1	513	0	0		True	True	
MPDB001204	119927	Alternaria tenuissima	fungi	PZ675721.1	428	3	0		True	True	
MPDB001205	119927	Alternaria tenuissima	fungi	PZ679418.1	431	0	0		True	True	
MPDB001206	119927	Alternaria tenuissima	fungi	PZ695127.1	497	0	0		True	True	
MPDB001207	119927	Alternaria tenuissima	fungi	PZ716778.1	549	0	5	RW	True	True	
MPDB001208	119927	Alternaria tenuissima	fungi	PZ789846.1	564	0	0		True	True	
MPDB001209	119927	Alternaria tenuissima	fungi	PZ789847.1	367	0	0		True	True	
MPDB001210	119927	Alternaria tenuissima	fungi	PZ830033.1	488	0	0		True	True	
MPDB001211	119929	Helminthosporium pedicellatum/Exserohilum pedicellatum	fungi	AF229478.1	541	0	0		True	True	
MPDB001212	119929	Helminthosporium pedicellatum/Exserohilum pedicellatum	fungi	LT631330.1	713	0	0		True	True	
MPDB001213	119929	Helminthosporium pedicellatum/Exserohilum pedicellatum	fungi	LT837452.1	772	0	0		True	True	
MPDB001214	119929	Helminthosporium pedicellatum/Exserohilum pedicellatum	fungi	MH818807.1	658	0	0		True	True	
MPDB001215	119929	Helminthosporium pedicellatum/Exserohilum pedicellatum	fungi	MN957742.1	312	0	0		True	True	
MPDB001216	119929	Helminthosporium pedicellatum/Exserohilum pedicellatum	fungi	MW376920.1	492	0	0		True	True	
MPDB001217	119929	Helminthosporium pedicellatum/Exserohilum pedicellatum	fungi	MW548088.1	521	0	0		True	True	
MPDB001218	119929	Helminthosporium pedicellatum/Exserohilum pedicellatum	fungi	MW628170.1	483	0	0		True	True	
MPDB001219	119929	Helminthosporium pedicellatum/Exserohilum pedicellatum	fungi	MW775862.1	410	0	0		True	True	
MPDB001220	119929	Helminthosporium pedicellatum/Exserohilum pedicellatum	fungi	MW775863.1	380	0	0		True	True	
MPDB001221	119929	Helminthosporium pedicellatum/Exserohilum pedicellatum	fungi	MW775943.1	300	0	0		True	True	
MPDB001222	119929	Helminthosporium pedicellatum/Exserohilum pedicellatum	fungi	MW776092.1	546	0	0		True	True	
MPDB001223	119929	Helminthosporium pedicellatum/Exserohilum pedicellatum	fungi	MW776278.1	546	0	0		True	True	
MPDB001224	119929	Helminthosporium pedicellatum/Exserohilum pedicellatum	fungi	OP218544.1	542	0	0		True	True	
MPDB001225	119929	Helminthosporium pedicellatum/Exserohilum pedicellatum	fungi	OR600305.1	562	0	0		True	True	
MPDB001226	119929	Helminthosporium pedicellatum/Exserohilum pedicellatum	fungi	PP564799.1	580	0	0		True	True	
MPDB001227	119929	Helminthosporium pedicellatum/Exserohilum pedicellatum	fungi	PV520550.1	572	0	0		True	True	
MPDB001228	119929	Helminthosporium pedicellatum/Exserohilum pedicellatum	fungi	PX251466.1	540	0	0		True	True	
MPDB001229	119929	Helminthosporium pedicellatum/Exserohilum pedicellatum	fungi	PX251467.1	538	0	0		True	True	
MPDB001230	119929	Helminthosporium pedicellatum/Exserohilum pedicellatum	fungi	PX251468.1	541	0	0		True	True	
MPDB001231	1203437	Curvularia aeria / Curvularia lunata var. aeria	fungi	LC494368.1	517	0	0		True	True	
MPDB001232	1203437	Curvularia aeria / Curvularia lunata var. aeria	fungi	MH424595.1	442	0	0		True	True	
MPDB001233	1203437	Curvularia aeria / Curvularia lunata var. aeria	fungi	MH858056.1	498	0	0		True	True	
MPDB001234	1203437	Curvularia aeria / Curvularia lunata var. aeria	fungi	MH859836.1	570	0	0		True	True	
MPDB001235	1203437	Curvularia aeria / Curvularia lunata var. aeria	fungi	MK736814.1	377	0	0		True	True	
MPDB001236	1203437	Curvularia aeria / Curvularia lunata var. aeria	fungi	MK736815.1	448	0	0		True	True	
MPDB001237	1203437	Curvularia aeria / Curvularia lunata var. aeria	fungi	MN006621.1	508	0	0		True	True	
MPDB001238	1203437	Curvularia aeria / Curvularia lunata var. aeria	fungi	MN170718.1	551	0	0		True	True	
MPDB001239	1203437	Curvularia aeria / Curvularia lunata var. aeria	fungi	MN881067.1	517	0	0		True	True	
MPDB001240	1203437	Curvularia aeria / Curvularia lunata var. aeria	fungi	MN999546.1	532	0	0		True	True	
MPDB001241	1203437	Curvularia aeria / Curvularia lunata var. aeria	fungi	MT043775.1	574	0	0		True	True	
MPDB001242	1203437	Curvularia aeria / Curvularia lunata var. aeria	fungi	MT158678.1	536	0	0		True	True	
MPDB001243	1203437	Curvularia aeria / Curvularia lunata var. aeria	fungi	MT470608.1	521	0	0		True	True	
MPDB001244	1203437	Curvularia aeria / Curvularia lunata var. aeria	fungi	OM265294.1	577	0	0		True	True	
MPDB001245	1203437	Curvularia aeria / Curvularia lunata var. aeria	fungi	OP380878.1	481	0	0		True	True	
MPDB001246	1203437	Curvularia aeria / Curvularia lunata var. aeria	fungi	OP819300.1	495	0	0		True	True	
MPDB001247	1203437	Curvularia aeria / Curvularia lunata var. aeria	fungi	OQ085111.2	525	0	0		True	True	
MPDB001248	1203437	Curvularia aeria / Curvularia lunata var. aeria	fungi	OQ435847.1	527	0	0		True	True	
MPDB001249	1203437	Curvularia aeria / Curvularia lunata var. aeria	fungi	OQ435856.1	525	0	0		True	True	
MPDB001250	1203437	Curvularia aeria / Curvularia lunata var. aeria	fungi	OQ435873.1	522	0	0		True	True	
MPDB001251	1203437	Curvularia aeria / Curvularia lunata var. aeria	fungi	OQ657944.1	1003	0	0		True	True	
MPDB001252	1203437	Curvularia aeria / Curvularia lunata var. aeria	fungi	OQ657945.1	1115	0	0		True	True	
MPDB001253	1203437	Curvularia aeria / Curvularia lunata var. aeria	fungi	OQ692607.1	511	0	0		True	True	
MPDB001254	1203437	Curvularia aeria / Curvularia lunata var. aeria	fungi	OR101252.1	555	0	0		True	True	
MPDB001255	1203437	Curvularia aeria / Curvularia lunata var. aeria	fungi	OR256268.1	541	0	0		True	True	
MPDB001256	1203437	Curvularia aeria / Curvularia lunata var. aeria	fungi	OR425097.1	552	0	0		True	True	
MPDB001257	1203437	Curvularia aeria / Curvularia lunata var. aeria	fungi	OR425098.1	556	0	0		True	True	
MPDB001258	1203437	Curvularia aeria / Curvularia lunata var. aeria	fungi	OR501386.1	518	0	0		True	True	
MPDB001259	1203437	Curvularia aeria / Curvularia lunata var. aeria	fungi	OR858888.1	489	0	0		True	True	
MPDB001260	1203437	Curvularia aeria / Curvularia lunata var. aeria	fungi	OW985728.1	576	0	0		True	True	
MPDB001261	1203437	Curvularia aeria / Curvularia lunata var. aeria	fungi	OW986267.1	575	0	0		True	True	
MPDB001262	1203437	Curvularia aeria / Curvularia lunata var. aeria	fungi	PP291902.1	529	0	0		True	True	
MPDB001263	1203437	Curvularia aeria / Curvularia lunata var. aeria	fungi	PV978689.1	468	0	0		True	True	
MPDB001264	1203437	Curvularia aeria / Curvularia lunata var. aeria	fungi	PV979372.1	445	0	0		True	True	
MPDB001265	1203437	Curvularia aeria / Curvularia lunata var. aeria	fungi	PV979376.1	443	0	0		True	True	
MPDB001266	1203437	Curvularia aeria / Curvularia lunata var. aeria	fungi	PV979412.1	450	0	0		True	True	
MPDB001267	1203437	Curvularia aeria / Curvularia lunata var. aeria	fungi	PX061842.1	533	0	0		True	True	
MPDB001268	1203437	Curvularia aeria / Curvularia lunata var. aeria	fungi	PX588339.1	519	0	0		True	True	
MPDB001269	1203437	Curvularia aeria / Curvularia lunata var. aeria	fungi	PX627198.1	421	0	0		True	True	
MPDB001270	1203437	Curvularia aeria / Curvularia lunata var. aeria	fungi	PX654071.1	546	0	0		True	True	
