seqid	taxid	species	category	accession	source_length	marker_length	length	gc_percent	marker_region	extraction_method
MPDB001569	1608309	Eutiarosporella dactylidis	fungi	MZ470440.1	537	475	475	56.6316	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB001570	1608309	Eutiarosporella dactylidis	fungi	MZ470441.1	534	473	473	56.6596	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB001571	1608309	Eutiarosporella dactylidis	fungi	MZ470442.1	535	474	474	56.7511	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB001572	1608309	Eutiarosporella dactylidis	fungi	MZ470443.1	535	474	474	56.5401	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB001573	1608309	Eutiarosporella dactylidis	fungi	MZ470444.1	533	471	471	56.6879	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB001574	1608309	Eutiarosporella dactylidis	fungi	OM617946.1	535	473	473	56.6596	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB001575	1608309	Eutiarosporella dactylidis	fungi	OM617947.1	534	472	472	56.7797	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB001576	1608309	Eutiarosporella dactylidis	fungi	PP422904.1	535	485	485	56.7010	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB001577	1608309	Eutiarosporella dactylidis	fungi	PP422905.1	535	484	484	56.1983	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB001578	1608309	Eutiarosporella dactylidis	fungi	PP422906.1	537	488	488	56.3525	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB001579	1608309	Eutiarosporella dactylidis	fungi	PP422907.1	547	494	494	56.8826	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB001580	1608309	Eutiarosporella dactylidis	fungi	PP422908.1	534	484	484	56.4050	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB001581	1608309	Eutiarosporella dactylidis	fungi	PP422909.1	529	481	481	55.9252	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB001582	1608309	Eutiarosporella dactylidis	fungi	PP422910.1	543	481	481	56.1331	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB001583	1608309	Eutiarosporella dactylidis	fungi	PP422911.1	530	482	482	56.2241	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB001584	1608309	Eutiarosporella dactylidis	fungi	PP422912.1	543	489	489	56.2372	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB001585	1608309	Eutiarosporella dactylidis	fungi	PP422913.1	535	483	483	56.3147	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB001586	1608309	Eutiarosporella dactylidis	fungi	PP422914.1	536	484	484	56.6116	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB001587	1608309	Eutiarosporella dactylidis	fungi	PP422915.1	531	482	482	56.2241	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB001588	1608309	Eutiarosporella dactylidis	fungi	PP422916.1	539	488	488	56.1475	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB001589	1608309	Eutiarosporella dactylidis	fungi	PP422917.1	546	484	484	55.9917	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB001590	1608309	Eutiarosporella dactylidis	fungi	PP422918.1	532	482	482	56.2241	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB001591	1608309	Eutiarosporella dactylidis	fungi	PP422919.1	537	485	485	56.4948	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB001592	1608309	Eutiarosporella dactylidis	fungi	PP422920.1	531	482	482	56.0166	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB001593	1608309	Eutiarosporella dactylidis	fungi	PP422921.1	533	483	483	56.3147	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB001594	1608309	Eutiarosporella dactylidis	fungi	PP422925.1	555	494	494	56.4777	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB001595	1608309	Eutiarosporella dactylidis	fungi	PP422926.1	548	495	495	56.3636	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB001596	1608309	Eutiarosporella dactylidis	fungi	PP422927.1	543	494	494	56.2753	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB001597	160937	Marasmius graminum var. brevispora / Marasmius graminum	fungi	JF908341.1	264	236	236	41.5254	ITS1-5.8S	ITSx-region-extraction
MPDB001598	160937	Marasmius graminum var. brevispora / Marasmius graminum	fungi	JN943595.1	648	601	601	43.7604	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB001599	160937	Marasmius graminum var. brevispora / Marasmius graminum	fungi	MH857692.1	666	577	577	42.6343	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB001600	160937	Marasmius graminum var. brevispora / Marasmius graminum	fungi	MT524457.1	635	598	598	42.9766	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB001601	161743	Cercospora sorghi var. maydis	fungi	AF297232.1	559	446	446	53.3632	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB001602	161743	Cercospora sorghi var. maydis	fungi	AF297233.1	560	448	448	53.1250	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB001603	1659837	Exserohilum rostratum (Setosphaeria rostrata)	fungi	MH855990.1	602	513	513	46.7836	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB001604	1659837	Exserohilum rostratum (Setosphaeria rostrata)	fungi	MH857032.1	600	512	512	46.8750	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB001605	1659837	Exserohilum rostratum (Setosphaeria rostrata)	fungi	MH859108.1	597	510	510	46.6667	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB001606	1659837	Exserohilum rostratum (Setosphaeria rostrata)	fungi	MH860942.1	621	512	512	47.8516	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB001607	1659837	Exserohilum rostratum (Setosphaeria rostrata)	fungi	MH865917.1	601	513	513	46.5887	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB001608	1659837	Exserohilum rostratum (Setosphaeria rostrata)	fungi	PV111194.1	481	481	481	46.1538	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB001609	1659837	Exserohilum rostratum (Setosphaeria rostrata)	fungi	PV664735.1	556	513	513	46.7836	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB001610	1659837	Exserohilum rostratum (Setosphaeria rostrata)	fungi	PV875662.1	576	511	511	46.9667	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB001611	1659837	Exserohilum rostratum (Setosphaeria rostrata)	fungi	PX421027.2	605	512	512	46.8750	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB001612	1659837	Exserohilum rostratum (Setosphaeria rostrata)	fungi	PX494404.1	601	512	512	46.8750	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB001613	1659837	Exserohilum rostratum (Setosphaeria rostrata)	fungi	PX659725.1	633	512	512	47.2656	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB001614	1659837	Exserohilum rostratum (Setosphaeria rostrata)	fungi	PX659732.1	587	520	520	46.5385	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB001615	1659837	Exserohilum rostratum (Setosphaeria rostrata)	fungi	PX659734.1	583	520	520	46.7308	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB001616	1659837	Exserohilum rostratum (Setosphaeria rostrata)	fungi	PX659739.1	585	520	520	46.7308	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB001617	1659837	Exserohilum rostratum (Setosphaeria rostrata)	fungi	PX659740.1	588	504	504	46.8254	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB001618	1659837	Exserohilum rostratum (Setosphaeria rostrata)	fungi	PX659741.1	587	520	520	46.5385	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB001619	1659837	Exserohilum rostratum (Setosphaeria rostrata)	fungi	PX659742.1	594	542	542	46.8635	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB001620	1659837	Exserohilum rostratum (Setosphaeria rostrata)	fungi	PX837032.1	386	386	386	46.1140	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB001622	1659837	Exserohilum rostratum (Setosphaeria rostrata)	fungi	PX970222.1	372	372	372	45.9677	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB001623	1659837	Exserohilum rostratum (Setosphaeria rostrata)	fungi	PX998467.1	603	540	540	47.4074	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB001624	1659837	Exserohilum rostratum (Setosphaeria rostrata)	fungi	PZ120405.1	610	512	512	46.8750	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB001625	1659837	Exserohilum rostratum (Setosphaeria rostrata)	fungi	PZ120406.1	613	512	512	46.8750	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB001626	1659837	Exserohilum rostratum (Setosphaeria rostrata)	fungi	PZ153433.1	596	535	535	47.1698	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB001627	1659837	Exserohilum rostratum (Setosphaeria rostrata)	fungi	PZ185320.1	548	509	509	47.1513	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB001628	1659837	Exserohilum rostratum (Setosphaeria rostrata)	fungi	PZ231153.1	466	466	466	46.1373	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB001629	1659837	Exserohilum rostratum (Setosphaeria rostrata)	fungi	PZ266804.1	548	548	548	47.0803	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB001630	1659837	Exserohilum rostratum (Setosphaeria rostrata)	fungi	PZ287891.1	588	524	524	48.8550	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB001631	1659837	Exserohilum rostratum (Setosphaeria rostrata)	fungi	PZ342843.1	546	503	503	47.1173	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB001632	1659837	Exserohilum rostratum (Setosphaeria rostrata)	fungi	PZ359477.1	527	477	477	47.1698	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB001633	1659837	Exserohilum rostratum (Setosphaeria rostrata)	fungi	PZ359657.1	201	125	125	40.8000	ITS1	ITSx-region-extraction
MPDB001634	1659837	Exserohilum rostratum (Setosphaeria rostrata)	fungi	PZ456912.1	606	512	512	46.8750	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB001635	1659837	Exserohilum rostratum (Setosphaeria rostrata)	fungi	PZ456913.1	540	494	494	47.3684	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB001636	1659837	Exserohilum rostratum (Setosphaeria rostrata)	fungi	PZ477991.1	588	526	526	46.9582	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB001637	1659837	Exserohilum rostratum (Setosphaeria rostrata)	fungi	PZ478025.1	743	512	512	46.8750	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB001638	1659837	Exserohilum rostratum (Setosphaeria rostrata)	fungi	PZ489342.1	536	489	489	47.0348	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB001639	1659837	Exserohilum rostratum (Setosphaeria rostrata)	fungi	PZ489347.1	526	462	462	46.1039	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB001640	1659837	Exserohilum rostratum (Setosphaeria rostrata)	fungi	PZ531697.1	635	512	512	46.8750	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB001641	1659837	Exserohilum rostratum (Setosphaeria rostrata)	fungi	PZ531698.1	629	512	512	46.8750	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB001642	1659837	Exserohilum rostratum (Setosphaeria rostrata)	fungi	PZ531699.1	624	512	512	46.8750	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB001643	1659837	Exserohilum rostratum (Setosphaeria rostrata)	fungi	PZ768233.1	591	520	520	46.7308	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB001644	1659837	Exserohilum rostratum (Setosphaeria rostrata)	fungi	PZ783594.1	577	514	514	47.4708	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB001645	1659837	Exserohilum rostratum (Setosphaeria rostrata)	fungi	PZ790917.1	598	512	512	46.8750	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB001646	1682390	Microdochium seminicola	fungi	KP859007.1	556	470	470	47.6596	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB001647	1682390	Microdochium seminicola	fungi	KP859011.1	549	470	470	47.6596	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB001648	1682390	Microdochium seminicola	fungi	KP859017.1	542	487	487	48.0493	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB001649	1682390	Microdochium seminicola	fungi	KP859019.1	554	470	470	47.6596	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB001650	1682390	Microdochium seminicola	fungi	KP859020.1	535	475	475	47.1579	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB001651	1682390	Microdochium seminicola	fungi	KP859021.1	534	475	475	47.3684	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB001652	1682390	Microdochium seminicola	fungi	KP859023.1	536	475	475	47.3684	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB001653	1682390	Microdochium seminicola	fungi	KP859029.1	526	475	475	47.3684	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB001654	1682390	Microdochium seminicola	fungi	KP859030.1	530	476	476	47.2689	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB001655	1682390	Microdochium seminicola	fungi	KP859031.1	555	470	470	47.6596	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB001656	1682390	Microdochium seminicola	fungi	KP859032.1	562	470	470	47.6596	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB001657	1682390	Microdochium seminicola	fungi	KP859033.1	559	470	470	47.6596	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB001658	1682390	Microdochium seminicola	fungi	KP859034.1	562	470	470	47.6596	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB001659	1682390	Microdochium seminicola	fungi	KP859036.1	535	475	475	47.3684	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB001660	1682390	Microdochium seminicola	fungi	KP859037.1	528	475	475	47.3684	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB001661	1682390	Microdochium seminicola	fungi	KP859038.1	533	478	478	47.0711	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB001662	1682390	Microdochium seminicola	fungi	KX426950.1	510	460	460	48.0435	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB001663	1682390	Microdochium seminicola	fungi	KX426969.1	518	456	456	47.8070	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB001664	1682390	Microdochium seminicola	fungi	MK990150.1	549	472	472	46.8220	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB001665	1682390	Microdochium seminicola	fungi	MN759671.1	477	477	477	47.3795	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB001666	1682390	Microdochium seminicola	fungi	MN759684.1	476	476	476	47.4790	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB001667	1682390	Microdochium seminicola	fungi	MN759684.1	476	476	476	47.4790	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB001668	1682390	Microdochium seminicola	fungi	OQ415349.1	497	440	440	47.7273	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB001669	1682391	Gloeocercospora sorghi / Microdochium sorghi	fungi	OR157960.1	528	467	467	47.3118	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB001670	1682391	Gloeocercospora sorghi / Microdochium sorghi	fungi	OR157963.1	536	474	474	46.7949	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB001671	1682391	Gloeocercospora sorghi / Microdochium sorghi	fungi	OR157965.1	528	467	467	47.0968	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB001672	1682391	Gloeocercospora sorghi / Microdochium sorghi	fungi	OR157966.1	533	466	466	46.8410	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB001673	1682391	Gloeocercospora sorghi / Microdochium sorghi	fungi	OR157975.1	529	466	466	47.0842	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB001674	1682391	Gloeocercospora sorghi / Microdochium sorghi	fungi	OR157976.1	530	469	469	47.3233	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB001675	1682391	Gloeocercospora sorghi / Microdochium sorghi	fungi	OR157978.1	530	469	469	47.4138	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB001676	1682391	Gloeocercospora sorghi / Microdochium sorghi	fungi	OR157983.1	531	470	470	47.6395	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB001677	1682391	Gloeocercospora sorghi / Microdochium sorghi	fungi	OR161409.1	441	396	396	46.3291	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB001678	1682391	Gloeocercospora sorghi / Microdochium sorghi	fungi	OR161829.1	529	466	466	47.7322	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB001679	1682391	Gloeocercospora sorghi / Microdochium sorghi	fungi	OR161880.1	527	465	465	46.7933	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB001680	1682391	Gloeocercospora sorghi / Microdochium sorghi	fungi	OR161881.1	526	465	465	46.4516	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB001681	1682391	Gloeocercospora sorghi / Microdochium sorghi	fungi	OR161882.1	526	465	465	46.7672	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB001682	1682391	Gloeocercospora sorghi / Microdochium sorghi	fungi	OR164427.1	390	390	390	46.1538	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB001683	1682391	Gloeocercospora sorghi / Microdochium sorghi	fungi	OR164429.1	332	332	332	45.7831	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB001684	1682391	Gloeocercospora sorghi / Microdochium sorghi	fungi	OR164431.1	554	475	475	48.4979	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB001685	1682391	Gloeocercospora sorghi / Microdochium sorghi	fungi	OR164439.1	530	467	467	47.4249	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB001686	1682391	Gloeocercospora sorghi / Microdochium sorghi	fungi	OR164443.1	495	446	446	47.0852	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB001687	1682391	Gloeocercospora sorghi / Microdochium sorghi	fungi	OR164444.1	528	466	466	47.4138	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB001688	1682391	Gloeocercospora sorghi / Microdochium sorghi	fungi	OR164447.1	528	467	467	46.8817	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB001689	1682391	Gloeocercospora sorghi / Microdochium sorghi	fungi	OR164448.1	451	451	451	47.6718	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB001690	1682391	Gloeocercospora sorghi / Microdochium sorghi	fungi	OR164449.1	519	458	458	46.7249	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB001691	1682391	Gloeocercospora sorghi / Microdochium sorghi	fungi	OR164455.1	531	470	470	47.4249	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB001692	1682391	Gloeocercospora sorghi / Microdochium sorghi	fungi	OR164456.1	527	466	466	47.2103	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB001693	1682391	Gloeocercospora sorghi / Microdochium sorghi	fungi	OR165792.1	387	387	387	47.7454	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB001694	1682391	Gloeocercospora sorghi / Microdochium sorghi	fungi	OR165793.1	530	469	469	45.5782	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB001695	1682391	Gloeocercospora sorghi / Microdochium sorghi	fungi	OR165804.1	530	499	499	47.4542	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB001696	1682391	Gloeocercospora sorghi / Microdochium sorghi	fungi	OR178930.1	489	304	304	43.7500	ITS1-5.8S	ITSx-region-extraction
MPDB001697	1682391	Gloeocercospora sorghi / Microdochium sorghi	fungi	OR178990.1	553	470	470	47.2885	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB001698	1682391	Gloeocercospora sorghi / Microdochium sorghi	fungi	OR179013.1	526	494	494	47.1660	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB001699	1682391	Gloeocercospora sorghi / Microdochium sorghi	fungi	OR179642.1	478	478	478	47.5480	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB001700	1682391	Gloeocercospora sorghi / Microdochium sorghi	fungi	OR179649.1	491	491	491	49.0605	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB001701	1682391	Gloeocercospora sorghi / Microdochium sorghi	fungi	OR179893.1	449	449	449	47.6615	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB001702	1682391	Gloeocercospora sorghi / Microdochium sorghi	fungi	OR179894.1	483	483	483	47.8261	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB001703	1682391	Gloeocercospora sorghi / Microdochium sorghi	fungi	OR179925.1	536	536	536	48.7280	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB001704	1682391	Gloeocercospora sorghi / Microdochium sorghi	fungi	OR180024.1	357	357	357	44.7447	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB001705	1682391	Gloeocercospora sorghi / Microdochium sorghi	fungi	OR180025.1	453	427	427	47.3171	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB001706	1682391	Gloeocercospora sorghi / Microdochium sorghi	fungi	OR180114.1	424	424	424	43.6548	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB001707	1682391	Gloeocercospora sorghi / Microdochium sorghi	fungi	OR185563.1	482	304	304	43.7500	ITS1-5.8S	ITSx-region-extraction
MPDB001708	1682391	Gloeocercospora sorghi / Microdochium sorghi	fungi	OR187003.1	426	426	426	47.5294	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB001709	1682391	Gloeocercospora sorghi / Microdochium sorghi	fungi	OR527957.1	537	489	489	47.0348	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB001710	1682391	Gloeocercospora sorghi / Microdochium sorghi	fungi	OR527957.1	537	489	489	47.0348	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB001711	1682391	Gloeocercospora sorghi / Microdochium sorghi	fungi	PZ714586.1	536	475	475	46.1053	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB001712	169388	Fusarium solani (Neocosmospora solani)	fungi	LC903137.1	435	435	435	54.2529	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB001713	169388	Fusarium solani (Neocosmospora solani)	fungi	PV960692.1	354	312	312	46.1538	ITS1-5.8S	ITSx-region-extraction
MPDB001714	169388	Fusarium solani (Neocosmospora solani)	fungi	PZ373007.1	571	477	477	53.8784	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB001715	169388	Fusarium solani (Neocosmospora solani)	fungi	PZ433258.2	527	487	487	54.0041	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB001716	169388	Fusarium solani (Neocosmospora solani)	fungi	PZ725497.1	632	476	476	52.9412	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB001717	169388	Fusarium solani (Neocosmospora solani)	fungi	PZ727094.1	410	410	410	56.5854	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB001718	169388	Fusarium solani (Neocosmospora solani)	fungi	PZ734314.1	577	512	512	52.9297	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB001719	169388	Fusarium solani (Neocosmospora solani)	fungi	PZ734328.1	573	510	510	53.1373	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB001720	169388	Fusarium solani (Neocosmospora solani)	fungi	PZ734329.1	558	497	497	52.9175	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB001721	169388	Fusarium solani (Neocosmospora solani)	fungi	PZ734334.1	570	507	507	53.2544	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB001722	169388	Fusarium solani (Neocosmospora solani)	fungi	PZ734343.1	558	496	496	52.8226	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB001723	169388	Fusarium solani (Neocosmospora solani)	fungi	PZ734356.1	563	501	501	54.0918	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB001724	169388	Fusarium solani (Neocosmospora solani)	fungi	PZ734357.1	572	509	509	52.8487	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB001725	169388	Fusarium solani (Neocosmospora solani)	fungi	PZ734371.1	576	513	513	53.4113	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB001726	169388	Fusarium solani (Neocosmospora solani)	fungi	PZ734379.1	571	509	509	53.0452	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB001727	169388	Fusarium solani (Neocosmospora solani)	fungi	PZ734380.1	572	509	509	53.2417	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB001728	169388	Fusarium solani (Neocosmospora solani)	fungi	PZ734390.1	537	491	491	54.9898	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB001729	169388	Fusarium solani (Neocosmospora solani)	fungi	PZ734400.1	569	508	508	52.9528	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB001730	169388	Fusarium solani (Neocosmospora solani)	fungi	PZ734412.1	578	512	512	53.5156	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB001731	169388	Fusarium solani (Neocosmospora solani)	fungi	PZ734418.1	584	520	520	53.6538	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB001732	169388	Fusarium solani (Neocosmospora solani)	fungi	PZ738473.1	534	409	409	50.6112	ITS1-5.8S-ITS2	ITSx-region-extraction
